id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,date_registration,has_unregistered,average_score,assessment_and_feedback_sum_click,content_resource_sum_click,interaction_and_discussion_sum_click,navigation_pages_sum_click,tool_sum_click,final_result
695794,DDD,2014J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,-21.0,1,0.0,0.0,0.0,2.0,5.0,0.0,Withdrawn
695799,DDD,2014J,F,South Region,HE Qualification,60-70%,0-35,0,60,-30.0,0,0.0,1.0,5.0,19.0,36.0,0.0,Withdrawn
695916,DDD,2014J,M,Ireland,A Level or Equivalent,Missing,0-35,0,90,-23.0,0,64.525,7.0,79.0,334.0,384.0,0.0,Pass
695956,DDD,2014J,F,Wales,HE Qualification,40-50%,35-55,0,120,-25.0,1,0.0,0.0,5.0,459.0,68.0,0.0,Withdrawn
696072,DDD,2014J,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,-28.0,0,55.875,1.0,29.0,144.0,125.0,0.0,Pass
696132,DDD,2014J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,-29.0,0,50.375,30.0,130.0,380.0,587.0,56.0,Fail
696234,DDD,2014J,M,Wales,HE Qualification,80-90%,0-35,0,120,-22.0,1,0.0,0.0,2.0,7.0,29.0,0.0,Withdrawn
696265,DDD,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,-25.0,1,0.0,0.0,3.0,26.0,31.0,0.0,Withdrawn
696324,DDD,2014J,M,Scotland,HE Qualification,80-90%,35-55,0,120,-30.0,1,19.775,0.0,23.0,28.0,80.0,0.0,Withdrawn
696415,DDD,2014J,F,North Region,Lower Than A Level,Missing,0-35,0,60,-16.0,0,80.65,16.0,119.0,925.0,606.0,5.0,Pass
696430,DDD,2014J,F,London Region,A Level or Equivalent,10-20,0-35,0,60,-15.0,0,10.25,2.0,40.0,243.0,213.0,46.0,Fail
696501,DDD,2014J,M,North Region,A Level or Equivalent,40-50%,0-35,0,120,-22.0,1,2.125,1.0,11.0,18.0,57.0,16.0,Withdrawn
696546,DDD,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,-28.0,1,0.0,0.0,0.0,12.0,16.0,0.0,Withdrawn
696789,DDD,2014J,M,Wales,HE Qualification,80-90%,35-55,0,60,-28.0,0,53.025,9.0,136.0,420.0,353.0,11.0,Pass
696807,DDD,2014J,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,-23.0,1,0.875,1.0,60.0,345.0,270.0,22.0,Withdrawn
696826,DDD,2014J,M,South Region,Lower Than A Level,90-100%,0-35,0,120,-27.0,0,30.525,3.0,30.0,221.0,243.0,16.0,Fail
696937,DDD,2014J,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,-27.0,0,6.375,2.0,12.0,68.0,53.0,0.0,Fail
697045,DDD,2014J,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,-27.0,0,84.5,6.0,41.0,257.0,228.0,14.0,Distinction
697101,DDD,2014J,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,-25.0,0,85.875,9.0,115.0,252.0,388.0,13.0,Pass
697283,DDD,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,-22.0,1,1.375,2.0,41.0,266.0,112.0,0.0,Withdrawn
697352,DDD,2014J,M,Wales,A Level or Equivalent,60-70%,0-35,0,90,-21.0,0,0.0,2.0,14.0,70.0,68.0,0.0,Fail
697390,DDD,2014J,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,-25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
697433,DDD,2014J,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,-23.0,0,10.625,5.0,45.0,298.0,182.0,18.0,Fail
697474,DDD,2014J,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,-17.0,0,52.525,0.0,30.0,137.0,84.0,9.0,Pass
697674,DDD,2014J,M,North Region,A Level or Equivalent,Missing,35-55,0,60,-24.0,0,70.025,19.0,110.0,251.0,445.0,4.0,Pass
697705,DDD,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,-24.0,0,30.15,4.0,57.0,281.0,251.0,0.0,Fail
697730,DDD,2014J,M,South Region,HE Qualification,40-50%,0-35,0,120,-24.0,1,0.0,0.0,1.0,4.0,4.0,0.0,Withdrawn
697841,DDD,2014J,M,North Region,Lower Than A Level,60-70%,0-35,0,120,-17.0,1,0.0,1.0,6.0,8.0,6.0,0.0,Withdrawn
697948,DDD,2014J,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,150,-22.0,0,22.625,0.0,32.0,235.0,158.0,0.0,Fail
698007,DDD,2014J,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,-23.0,1,0.0,0.0,0.0,1.0,1.0,0.0,Withdrawn
698016,DDD,2014J,M,Ireland,A Level or Equivalent,10-20,0-35,0,90,-17.0,0,36.025,1.0,17.0,228.0,138.0,20.0,Fail
698252,DDD,2014J,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,-15.0,1,0.0,0.0,5.0,65.0,46.0,0.0,Withdrawn
698347,DDD,2014J,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,-17.0,0,36.4,14.0,80.0,427.0,320.0,29.0,Fail
698351,DDD,2014J,M,Wales,HE Qualification,50-60%,0-35,0,60,-15.0,0,8.275,0.0,12.0,97.0,74.0,0.0,Fail
698399,DDD,2014J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,-21.0,0,3.125,0.0,16.0,17.0,30.0,5.0,Fail
699417,DDD,2014J,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,-4.0,0,89.275,2.0,57.0,679.0,397.0,37.0,Pass
1033968,DDD,2014J,F,Wales,No Formal quals,0-10%,35-55,2,60,-127.0,1,6.875,0.0,0.0,0.0,3.0,0.0,Withdrawn
1078701,DDD,2014J,F,South West Region,HE Qualification,40-50%,35-55,0,90,-85.0,0,69.75,9.0,72.0,1096.0,737.0,0.0,Pass
1082062,DDD,2014J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,-53.0,0,77.625,3.0,82.0,1731.0,644.0,1.0,Distinction
1173473,DDD,2014J,M,South Region,Lower Than A Level,70-80%,55<=,0,60,-161.0,0,78.15,35.0,233.0,1074.0,1204.0,1.0,Pass
1197062,DDD,2014J,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,60,-22.0,0,0.0,0.0,22.0,53.0,93.0,1.0,Withdrawn
1209065,DDD,2014J,M,South West Region,HE Qualification,70-80%,55<=,0,60,-23.0,1,0.0,2.0,4.0,59.0,45.0,0.0,Withdrawn
1360878,DDD,2014J,M,North Region,HE Qualification,80-90%,35-55,0,90,-30.0,0,60.9,0.0,24.0,100.0,109.0,0.0,Pass
1373661,DDD,2014J,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,-67.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
1380308,DDD,2014J,M,Wales,HE Qualification,90-100%,35-55,0,60,-57.0,0,73.875,0.0,49.0,211.0,156.0,0.0,Pass
1382719,DDD,2014J,M,North Western Region,Lower Than A Level,80-90%,55<=,0,60,-30.0,0,60.025,8.0,139.0,437.0,573.0,0.0,Fail
1438584,DDD,2014J,M,Wales,Lower Than A Level,10-20,35-55,0,60,-41.0,1,1.875,3.0,16.0,82.0,90.0,0.0,Withdrawn
1442215,DDD,2014J,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,-144.0,1,16.0,0.0,98.0,441.0,403.0,35.0,Withdrawn
1459010,DDD,2014J,M,North Region,Lower Than A Level,10-20,35-55,0,180,-116.0,1,0.0,6.0,260.0,682.0,908.0,55.0,Withdrawn
1482413,DDD,2014J,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,-80.0,0,35.75,2.0,42.0,40.0,179.0,0.0,Fail
1484626,DDD,2014J,M,Wales,HE Qualification,10-20,35-55,0,90,-98.0,1,0.0,0.0,5.0,4.0,11.0,0.0,Withdrawn
1492408,DDD,2014J,M,Scotland,Post Graduate Qualification,20-30%,35-55,1,60,-95.0,1,7.775,2.0,10.0,33.0,72.0,12.0,Withdrawn
1526210,DDD,2014J,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,-58.0,0,46.15,9.0,165.0,277.0,732.0,10.0,Fail
1589066,DDD,2014J,M,South Region,A Level or Equivalent,50-60%,35-55,0,60,-150.0,0,54.875,13.0,146.0,554.0,610.0,32.0,Pass
1591864,DDD,2014J,F,East Anglian Region,HE Qualification,30-40%,35-55,1,90,-22.0,0,65.775,3.0,26.0,545.0,146.0,0.0,Pass
1593730,DDD,2014J,M,Scotland,Post Graduate Qualification,70-80%,35-55,0,60,-150.0,0,94.4,35.0,219.0,900.0,635.0,1.0,Distinction
1601739,DDD,2014J,M,Scotland,HE Qualification,60-70%,35-55,1,60,-29.0,1,8.525,1.0,13.0,119.0,87.0,0.0,Withdrawn
1624025,DDD,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,60,-94.0,0,87.025,21.0,125.0,730.0,558.0,7.0,Pass
1661490,DDD,2014J,M,South Region,A Level or Equivalent,20-30%,35-55,0,60,-102.0,1,20.75,5.0,123.0,578.0,620.0,0.0,Withdrawn
1667087,DDD,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,1,60,-49.0,0,88.025,31.0,200.0,1163.0,915.0,27.0,Distinction
1684787,DDD,2014J,M,South West Region,HE Qualification,40-50%,35-55,1,90,-127.0,0,55.425,24.0,14.0,45.0,147.0,1.0,Pass
1687996,DDD,2014J,M,North Western Region,Lower Than A Level,80-90%,55<=,1,60,-135.0,1,15.775,34.0,487.0,551.0,1345.0,56.0,Withdrawn
1723564,DDD,2014J,M,Scotland,Lower Than A Level,40-50%,35-55,0,180,-50.0,0,52.4,9.0,139.0,265.0,472.0,168.0,Pass
1733160,DDD,2014J,M,Scotland,HE Qualification,20-30%,35-55,0,60,-21.0,0,19.875,2.0,39.0,259.0,372.0,2.0,Withdrawn
1747824,DDD,2014J,M,London Region,HE Qualification,70-80%,35-55,0,120,-23.0,0,96.9,7.0,42.0,20.0,189.0,0.0,Distinction
1757548,DDD,2014J,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,-143.0,0,87.125,19.0,338.0,2244.0,1682.0,16.0,Pass
1774297,DDD,2014J,M,North Western Region,HE Qualification,20-30%,35-55,0,120,-149.0,0,64.125,5.0,132.0,178.0,448.0,21.0,Pass
1777223,DDD,2014J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,1,120,-66.0,0,24.9,0.0,0.0,2.0,11.0,1.0,Fail
1782581,DDD,2014J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,1,60,-86.0,0,7.05,1.0,39.0,86.0,113.0,0.0,Fail
1794309,DDD,2014J,M,East Midlands Region,Lower Than A Level,90-100%,35-55,0,60,-59.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
1804143,DDD,2014J,M,North Western Region,A Level or Equivalent,20-30%,35-55,2,60,-80.0,0,47.25,4.0,24.0,687.0,191.0,11.0,Pass
1808407,DDD,2014J,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,-67.0,1,0.0,2.0,2.0,6.0,24.0,0.0,Withdrawn
1811098,DDD,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,-81.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
1812797,DDD,2014J,F,East Anglian Region,HE Qualification,80-90%,35-55,0,90,-22.0,1,0.0,0.0,0.0,6.0,6.0,0.0,Withdrawn
1822731,DDD,2014J,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,-45.0,0,45.15,1.0,92.0,748.0,531.0,0.0,Fail
1832492,DDD,2014J,M,Scotland,No Formal quals,30-40%,35-55,0,120,-71.0,0,59.15,1.0,70.0,376.0,568.0,0.0,Pass
1855583,DDD,2014J,F,Scotland,HE Qualification,40-50%,35-55,0,60,-116.0,0,72.25,2.0,39.0,179.0,274.0,7.0,Pass
1871306,DDD,2014J,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,-113.0,1,0.0,0.0,4.0,8.0,8.0,0.0,Withdrawn
1876461,DDD,2014J,M,Scotland,HE Qualification,40-50%,35-55,0,120,-129.0,1,0.0,0.0,12.0,71.0,29.0,0.0,Withdrawn
1879751,DDD,2014J,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,-29.0,0,83.025,18.0,142.0,1723.0,985.0,0.0,Distinction
1881062,DDD,2014J,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,-126.0,0,79.9,11.0,119.0,1495.0,590.0,0.0,Pass
1901764,DDD,2014J,F,London Region,HE Qualification,30-40%,35-55,2,60,-157.0,0,70.125,15.0,228.0,411.0,907.0,5.0,Pass
1917311,DDD,2014J,M,Scotland,HE Qualification,20-30%,35-55,0,60,-25.0,0,83.4,11.0,139.0,285.0,378.0,13.0,Pass
1925789,DDD,2014J,M,South East Region,HE Qualification,90-100%,35-55,0,60,-154.0,0,90.025,18.0,36.0,169.0,157.0,0.0,Distinction
1935155,DDD,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,-32.0,0,78.775,27.0,127.0,1730.0,741.0,0.0,Pass
1935774,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,-129.0,0,0.0,1.0,8.0,38.0,50.0,0.0,Fail
1986180,DDD,2014J,M,Ireland,Post Graduate Qualification,Missing,35-55,0,60,-29.0,0,47.9,6.0,86.0,105.0,276.0,4.0,Pass
1991049,DDD,2014J,M,South Region,A Level or Equivalent,50-60%,35-55,1,60,-67.0,1,0.0,0.0,0.0,0.0,10.0,0.0,Withdrawn
1991399,DDD,2014J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,-44.0,0,88.125,0.0,90.0,597.0,435.0,0.0,Pass
2001461,DDD,2014J,F,London Region,Lower Than A Level,40-50%,35-55,0,60,-4.0,0,68.9,11.0,121.0,354.0,461.0,0.0,Pass
2008795,DDD,2014J,M,Scotland,HE Qualification,50-60%,35-55,1,60,-136.0,0,20.15,0.0,22.0,199.0,173.0,0.0,Fail
2009279,DDD,2014J,M,West Midlands Region,HE Qualification,20-30%,35-55,0,150,-22.0,1,21.65,3.0,34.0,78.0,255.0,0.0,Withdrawn
2014252,DDD,2014J,M,South Region,HE Qualification,60-70%,35-55,1,60,-115.0,1,27.05,0.0,0.0,0.0,0.0,0.0,Withdrawn
2024838,DDD,2014J,F,Ireland,HE Qualification,Missing,35-55,0,60,-122.0,1,6.625,0.0,23.0,129.0,126.0,0.0,Withdrawn
2025354,DDD,2014J,M,Scotland,HE Qualification,70-80%,35-55,0,70,-45.0,0,93.025,12.0,173.0,2527.0,1141.0,28.0,Distinction
2025589,DDD,2014J,F,London Region,HE Qualification,0-10%,35-55,0,60,-140.0,0,68.275,0.0,10.0,31.0,84.0,0.0,Pass
2030241,DDD,2014J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,150,-39.0,1,3.0,4.0,69.0,107.0,179.0,0.0,Withdrawn
2031234,DDD,2014J,M,South Region,HE Qualification,50-60%,35-55,2,60,-128.0,1,0.0,0.0,9.0,0.0,14.0,0.0,Withdrawn
2032882,DDD,2014J,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,1,60,-95.0,0,68.025,13.0,105.0,285.0,350.0,0.0,Pass
2038885,DDD,2014J,F,South Region,Lower Than A Level,10-20,35-55,0,90,-64.0,1,0.0,0.0,5.0,98.0,78.0,0.0,Withdrawn
2039810,DDD,2014J,M,Scotland,HE Qualification,80-90%,35-55,1,60,-157.0,0,84.7,17.0,82.0,331.0,266.0,0.0,Distinction
2043939,DDD,2014J,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,-32.0,0,89.025,14.0,214.0,722.0,1001.0,0.0,Distinction
2046628,DDD,2014J,M,Ireland,HE Qualification,60-70%,35-55,3,120,-24.0,1,0.0,0.0,25.0,119.0,27.0,0.0,Withdrawn
2055671,DDD,2014J,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,-162.0,1,1.875,1.0,62.0,1363.0,581.0,0.0,Withdrawn
2057959,DDD,2014J,F,South East Region,HE Qualification,60-70%,35-55,0,60,-84.0,0,96.875,37.0,262.0,1220.0,925.0,22.0,Distinction
2075945,DDD,2014J,F,South West Region,A Level or Equivalent,20-30%,35-55,0,90,-162.0,0,76.125,6.0,193.0,1924.0,841.0,0.0,Pass
2082180,DDD,2014J,M,London Region,A Level or Equivalent,90-100%,35-55,3,60,-85.0,0,17.475,0.0,1.0,14.0,29.0,0.0,Fail
2098108,DDD,2014J,M,South Region,Lower Than A Level,80-90%,35-55,0,120,-37.0,0,39.625,38.0,69.0,85.0,391.0,0.0,Fail
2106468,DDD,2014J,M,Scotland,A Level or Equivalent,40-50%,35-55,2,210,-126.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
2111313,DDD,2014J,M,South West Region,HE Qualification,40-50%,35-55,0,60,-29.0,0,78.0,5.0,103.0,160.0,250.0,7.0,Pass
2134578,DDD,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,1,60,-29.0,0,53.35,1.0,2.0,27.0,16.0,0.0,Pass
2142243,DDD,2014J,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,-136.0,0,65.875,6.0,221.0,984.0,675.0,2.0,Pass
2143922,DDD,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,-129.0,0,95.5,9.0,47.0,213.0,183.0,7.0,Distinction
2150849,DDD,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,-95.0,1,19.525,3.0,64.0,183.0,237.0,0.0,Withdrawn
2172709,DDD,2014J,M,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,-112.0,0,62.625,1.0,25.0,46.0,93.0,16.0,Pass
2189620,DDD,2014J,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,-93.0,0,88.025,1.0,29.0,152.0,116.0,0.0,Pass
2196923,DDD,2014J,M,South Region,A Level or Equivalent,60-70%,35-55,0,60,-67.0,0,88.875,1.0,87.0,109.0,249.0,1.0,Pass
2201235,DDD,2014J,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,1,70,-162.0,0,78.0,13.0,141.0,413.0,356.0,8.0,Pass
2204941,DDD,2014J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,-45.0,1,18.025,2.0,97.0,776.0,556.0,4.0,Withdrawn
2205559,DDD,2014J,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,-28.0,1,11.25,4.0,44.0,130.0,180.0,0.0,Withdrawn
2216442,DDD,2014J,M,Yorkshire Region,No Formal quals,30-40%,0-35,1,90,-30.0,0,9.025,2.0,22.0,38.0,130.0,0.0,Fail
2224174,DDD,2014J,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,-30.0,0,88.775,24.0,156.0,574.0,749.0,55.0,Distinction
2226202,DDD,2014J,M,London Region,Lower Than A Level,20-30%,0-35,0,180,5.0,0,51.775,11.0,46.0,769.0,692.0,10.0,Pass
2231512,DDD,2014J,M,South East Region,HE Qualification,90-100%,35-55,0,60,-122.0,0,87.9,8.0,35.0,207.0,119.0,0.0,Distinction
2232340,DDD,2014J,M,West Midlands Region,A Level or Equivalent,Missing,35-55,0,160,-112.0,0,43.15,75.0,582.0,423.0,1011.0,15.0,Fail
2235019,DDD,2014J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,2,60,-160.0,0,9.025,0.0,29.0,346.0,144.0,0.0,Fail
2257853,DDD,2014J,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,120,-154.0,0,68.4,18.0,981.0,8267.0,5285.0,9.0,Pass
2260861,DDD,2014J,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,-64.0,0,89.125,9.0,107.0,419.0,574.0,0.0,Pass
2269148,DDD,2014J,F,South East Region,A Level or Equivalent,40-50%,35-55,1,90,-32.0,1,14.0,1.0,15.0,107.0,94.0,15.0,Withdrawn
2278095,DDD,2014J,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,-53.0,0,75.0,15.0,87.0,439.0,406.0,6.0,Pass
2279403,DDD,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,-43.0,0,89.375,90.0,202.0,752.0,917.0,2.0,Pass
2285405,DDD,2014J,M,South Region,HE Qualification,50-60%,35-55,0,130,-107.0,0,54.125,3.0,24.0,321.0,245.0,17.0,Pass
2285527,DDD,2014J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,-41.0,0,81.775,14.0,61.0,72.0,382.0,0.0,Pass
2288599,DDD,2014J,M,North Region,Lower Than A Level,0-10%,0-35,1,120,-136.0,0,1.125,0.0,11.0,156.0,71.0,11.0,Fail
2290604,DDD,2014J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,-81.0,0,46.775,10.0,181.0,1001.0,722.0,0.0,Pass
2305237,DDD,2014J,M,Ireland,HE Qualification,80-90%,0-35,3,60,-67.0,1,0.0,0.0,13.0,86.0,96.0,0.0,Withdrawn
2307237,DDD,2014J,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,-99.0,0,47.375,0.0,28.0,46.0,115.0,8.0,Fail
2310615,DDD,2014J,F,North Region,A Level or Equivalent,80-90%,35-55,0,60,-30.0,0,87.025,19.0,127.0,719.0,680.0,12.0,Pass
2314761,DDD,2014J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,1,60,-58.0,0,72.5,14.0,63.0,463.0,366.0,1.0,Pass
2317337,DDD,2014J,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,-64.0,1,1.625,1.0,21.0,147.0,106.0,0.0,Withdrawn
2328759,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,-98.0,1,13.65,0.0,4.0,43.0,43.0,1.0,Withdrawn
2333244,DDD,2014J,F,Wales,HE Qualification,60-70%,35-55,1,90,-71.0,0,81.025,1.0,19.0,553.0,126.0,15.0,Pass
2337919,DDD,2014J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,135,-36.0,1,0.0,0.0,3.0,14.0,11.0,0.0,Withdrawn
2338290,DDD,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,5,60,-70.0,0,81.65,9.0,145.0,1184.0,630.0,8.0,Pass
2339789,DDD,2014J,M,Scotland,HE Qualification,10-20,0-35,0,150,-44.0,0,82.775,21.0,287.0,1305.0,1193.0,1.0,Distinction
2341830,DDD,2014J,F,Scotland,HE Qualification,20-30%,0-35,1,90,-151.0,0,67.275,14.0,128.0,834.0,729.0,61.0,Pass
2345307,DDD,2014J,F,South Region,A Level or Equivalent,40-50%,0-35,1,60,-130.0,1,0.0,1.0,8.0,120.0,76.0,0.0,Withdrawn
2348143,DDD,2014J,M,North Western Region,Lower Than A Level,70-80%,35-55,0,60,-150.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
2355701,DDD,2014J,M,East Anglian Region,HE Qualification,70-80%,35-55,0,60,-28.0,1,0.0,2.0,2.0,46.0,33.0,0.0,Withdrawn
2357019,DDD,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,145,-86.0,0,69.25,9.0,48.0,143.0,283.0,12.0,Pass
2369962,DDD,2014J,M,South Region,Lower Than A Level,50-60%,0-35,0,60,-45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
2391689,DDD,2014J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,-101.0,0,55.5,1.0,74.0,288.0,261.0,0.0,Pass
2396471,DDD,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,-147.0,0,81.625,15.0,162.0,275.0,533.0,8.0,Pass
2396643,DDD,2014J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,-79.0,0,39.4,0.0,33.0,156.0,164.0,12.0,Fail
2398169,DDD,2014J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,-32.0,0,0.0,0.0,1.0,19.0,26.0,0.0,Fail
2400764,DDD,2014J,F,Scotland,HE Qualification,80-90%,0-35,1,120,-39.0,0,30.65,0.0,13.0,242.0,148.0,0.0,Fail
2418277,DDD,2014J,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,-37.0,0,57.9,11.0,48.0,169.0,186.0,4.0,Pass
2423655,DDD,2014J,F,Scotland,A Level or Equivalent,10-20,0-35,1,60,-30.0,0,19.25,3.0,29.0,255.0,137.0,0.0,Fail
2432655,DDD,2014J,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,-41.0,0,59.5,4.0,70.0,660.0,457.0,25.0,Pass
2433216,DDD,2014J,M,Scotland,HE Qualification,20-30%,35-55,2,120,-45.0,0,1.375,0.0,15.0,113.0,69.0,11.0,Fail
2452111,DDD,2014J,M,South Region,Lower Than A Level,80-90%,0-35,0,120,-14.0,1,9.15,3.0,55.0,204.0,171.0,28.0,Withdrawn
2459418,DDD,2014J,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,-135.0,0,36.5,1.0,31.0,205.0,134.0,25.0,Fail
2464683,DDD,2014J,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,1,60,-162.0,1,17.15,24.0,386.0,983.0,647.0,6.0,Withdrawn
2471673,DDD,2014J,M,London Region,HE Qualification,90-100%,55<=,0,100,-22.0,0,77.5,0.0,37.0,88.0,199.0,0.0,Distinction
2471812,DDD,2014J,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,-38.0,1,0.0,1.0,10.0,15.0,36.0,0.0,Withdrawn
2476409,DDD,2014J,M,Scotland,HE Qualification,40-50%,35-55,0,60,-60.0,0,54.625,13.0,11.0,90.0,134.0,8.0,Pass
2481629,DDD,2014J,M,Ireland,Lower Than A Level,90-100%,35-55,1,60,-65.0,0,55.775,12.0,112.0,433.0,610.0,25.0,Pass
2482085,DDD,2014J,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,-129.0,1,2.0,2.0,11.0,31.0,65.0,0.0,Withdrawn
2484726,DDD,2014J,F,South Region,HE Qualification,90-100%,35-55,0,60,-66.0,0,65.875,6.0,130.0,1302.0,766.0,17.0,Pass
2488965,DDD,2014J,M,South East Region,HE Qualification,50-60%,0-35,0,60,-24.0,1,0.0,0.0,9.0,13.0,17.0,0.0,Withdrawn
2494306,DDD,2014J,M,Wales,A Level or Equivalent,70-80%,35-55,0,90,-30.0,0,51.5,0.0,27.0,344.0,222.0,0.0,Pass
2499525,DDD,2014J,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,-41.0,0,86.65,11.0,191.0,1037.0,978.0,5.0,Pass
2507993,DDD,2014J,M,South West Region,HE Qualification,30-40%,35-55,0,60,-94.0,0,56.275,12.0,81.0,416.0,531.0,15.0,Pass
2509321,DDD,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,60,-30.0,0,83.125,1.0,104.0,233.0,380.0,0.0,Pass
2516939,DDD,2014J,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,-161.0,0,82.9,16.0,129.0,282.0,471.0,0.0,Distinction
2517387,DDD,2014J,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,-98.0,1,8.5,2.0,27.0,138.0,192.0,10.0,Withdrawn
2524969,DDD,2014J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,-45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
2525964,DDD,2014J,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,-39.0,0,82.275,54.0,126.0,802.0,637.0,21.0,Pass
2527066,DDD,2014J,M,East Midlands Region,HE Qualification,10-20,0-35,1,60,-133.0,0,71.375,53.0,122.0,468.0,681.0,25.0,Pass
